Level,Teritorija,Starost,Spol,Ukupno,Ne školuje se ,Predškolsko obrazovanje  ,Osnovna škola  ,Srednja škola  ,Specijalizacija poslije srednje škole  ,Viša škola ,Stari program - Osnovne akademske studije,Stari program - Specijalističke studije,Stari program - Magistarske studije,Stari program - Doktorske studije,Program po Bolonji - Studij I ciklusa,Program po Bolonji - Studij II ciklusa,Program po Bolonji - Studij integrisanog I i II ciklusa,Program po Bolonji - Studij III ciklusa,,,
3,TRNOVO - FBiH,8,"Muški/ 
Male",3,-,-,3,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,8,"Ženski/ 
Female",5,-,-,5,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,9,"Ukupno/ 
Total",8,-,-,8,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,9,"Muški/ 
Male",1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,9,"Ženski/ 
Female",7,-,-,7,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,10,"Ukupno/ 
Total",9,-,-,9,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,10,"Muški/ 
Male",7,-,-,7,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,10,"Ženski/ 
Female",2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,11,"Ukupno/ 
Total",12,-,-,12,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,11,"Muški/ 
Male",7,-,-,7,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,11,"Ženski/ 
Female",5,-,-,5,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,12,"Ukupno/ 
Total",11,-,-,11,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,12,"Muški/ 
Male",4,-,-,4,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,12,"Ženski/ 
Female",7,-,-,7,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,13,"Ukupno/ 
Total",10,-,-,10,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,13,"Muški/ 
Male",5,-,-,5,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,13,"Ženski/ 
Female",5,-,-,5,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,14,"Ukupno/ 
Total",7,-,-,3,4,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,14,"Muški/ 
Male",5,-,-,3,2,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,14,"Ženski/ 
Female",2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,15,"Ukupno/ 
Total",10,-,-,-,10,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,15,"Muški/ 
Male",4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,15,"Ženski/ 
Female",6,-,-,-,6,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,16,"Ukupno/ 
Total",12,-,-,-,12,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,16,"Muški/ 
Male",5,-,-,-,5,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,16,"Ženski/ 
Female",7,-,-,-,7,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,17,"Ukupno/ 
Total",10,-,-,-,10,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,17,"Muški/ 
Male",5,-,-,-,5,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,17,"Ženski/ 
Female",5,-,-,-,5,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,18,"Ukupno/ 
Total",12,3,-,-,8,-,-,-,-,-,-,1,-,-,-,,,
3,TRNOVO - FBiH,18,"Muški/ 
Male",6,3,-,-,2,-,-,-,-,-,-,1,-,-,-,,,
3,TRNOVO - FBiH,18,"Ženski/ 
Female",6,-,-,-,6,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,19,"Ukupno/ 
Total",15,8,-,-,1,-,-,1,-,-,-,5,-,-,-,,,
3,TRNOVO - FBiH,19,"Muški/ 
Male",11,7,-,-,1,-,-,-,-,-,-,3,-,-,-,,,
3,TRNOVO - FBiH,19,"Ženski/ 
Female",4,1,-,-,-,-,-,1,-,-,-,2,-,-,-,,,
3,TRNOVO - FBiH,20,"Ukupno/ 
Total",12,4,-,-,-,-,-,-,-,-,-,8,-,-,-,,,
3,TRNOVO - FBiH,20,"Muški/ 
Male",5,4,-,-,-,-,-,-,-,-,-,1,-,-,-,,,
3,TRNOVO - FBiH,20,"Ženski/ 
Female",7,-,-,-,-,-,-,-,-,-,-,7,-,-,-,,,
3,TRNOVO - FBiH,21,"Ukupno/ 
Total",14,6,-,-,-,-,-,-,-,-,-,8,-,-,-,,,
3,TRNOVO - FBiH,21,"Muški/ 
Male",7,5,-,-,-,-,-,-,-,-,-,2,-,-,-,,,
3,TRNOVO - FBiH,21,"Ženski/ 
Female",7,1,-,-,-,-,-,-,-,-,-,6,-,-,-,,,
3,TRNOVO - FBiH,22,"Ukupno/ 
Total",14,7,-,-,-,-,1,-,-,-,-,5,1,-,-,,,
3,TRNOVO - FBiH,22,"Muški/ 
Male",5,3,-,-,-,-,-,-,-,-,-,2,-,-,-,,,
3,TRNOVO - FBiH,22,"Ženski/ 
Female",9,4,-,-,-,-,1,-,-,-,-,3,1,-,-,,,
3,TRNOVO - FBiH,23,"Ukupno/ 
Total",12,7,-,-,-,-,-,-,-,-,-,2,3,-,-,,,
3,TRNOVO - FBiH,23,"Muški/ 
Male",5,3,-,-,-,-,-,-,-,-,-,1,1,-,-,,,
3,TRNOVO - FBiH,23,"Ženski/ 
Female",7,4,-,-,-,-,-,-,-,-,-,1,2,-,-,,,
3,TRNOVO - FBiH,24,"Ukupno/ 
Total",16,9,-,-,-,1,-,-,-,-,-,2,4,-,-,,,
3,TRNOVO - FBiH,24,"Muški/ 
Male",8,6,-,-,-,-,-,-,-,-,-,1,1,-,-,,,
3,TRNOVO - FBiH,24,"Ženski/ 
Female",8,3,-,-,-,1,-,-,-,-,-,1,3,-,-,,,
3,TRNOVO - FBiH,25-29,"Ukupno/ 
Total",69,62,-,-,-,-,-,1,-,1,-,2,1,-,2,,,
3,TRNOVO - FBiH,25-29,"Muški/ 
Male",41,37,-,-,-,-,-,-,-,-,-,2,1,-,1,,,
3,TRNOVO - FBiH,25-29,"Ženski/ 
Female",28,25,-,-,-,-,-,1,-,1,-,-,-,-,1,,,
3,TRNOVO - FBiH,30-34,"Ukupno/ 
Total",73,71,-,-,-,-,-,-,-,1,-,-,1,-,-,,,
3,TRNOVO - FBiH,30-34,"Muški/ 
Male",39,37,-,-,-,-,-,-,-,1,-,-,1,-,-,,,
3,TRNOVO - FBiH,30-34,"Ženski/ 
Female",34,34,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,35-39,"Ukupno/ 
Total",66,63,-,-,-,-,1,-,-,1,-,1,-,-,-,,,
3,TRNOVO - FBiH,35-39,"Muški/ 
Male",38,36,-,-,-,-,-,-,-,1,-,1,-,-,-,,,
3,TRNOVO - FBiH,35-39,"Ženski/ 
Female",28,27,-,-,-,-,1,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,40-44,"Ukupno/ 
Total",78,78,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,40-44,"Muški/ 
Male",43,43,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,40-44,"Ženski/ 
Female",35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,45-49,"Ukupno/ 
Total",87,87,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,45-49,"Muški/ 
Male",48,48,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,45-49,"Ženski/ 
Female",39,39,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,"50 i više/ 
50 and over","Ukupno/ 
Total",872,872,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,"50 i više/ 
50 and over","Muški/ 
Male",409,409,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,TRNOVO - FBiH,"50 i više/ 
50 and over","Ženski/ 
Female",463,463,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,"Ukupno/ 
Total","Ukupno/ 
Total",26343,19959,281,2467,1378,26,82,248,34,164,40,1230,353,34,47,,,
3,VOGOŠĆA,"Ukupno/ 
Total","Muški/ 
Male",12606,9446,153,1260,703,17,44,106,12,90,30,580,132,13,20,,,
3,VOGOŠĆA,"Ukupno/ 
Total","Ženski/ 
Female",13737,10513,128,1207,675,9,38,142,22,74,10,650,221,21,27,,,
3,VOGOŠĆA,0 - 2,"Ukupno/ 
Total",955,955,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,0 - 2,"Muški/ 
Male",494,494,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,0 - 2,"Ženski/ 
Female",461,461,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,3,"Ukupno/ 
Total",308,272,36,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,3,"Muški/ 
Male",165,148,17,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,3,"Ženski/ 
Female",143,124,19,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,4,"Ukupno/ 
Total",337,294,43,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,4,"Muški/ 
Male",178,153,25,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,4,"Ženski/ 
Female",159,141,18,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,5,"Ukupno/ 
Total",330,115,188,27,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,5,"Muški/ 
Male",172,58,100,14,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,5,"Ženski/ 
Female",158,57,88,13,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,6,"Ukupno/ 
Total",305,11,14,280,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,6,"Muški/ 
Male",152,4,11,137,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,6,"Ženski/ 
Female",153,7,3,143,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,7,"Ukupno/ 
Total",271,5,-,266,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,7,"Muški/ 
Male",141,3,-,138,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,7,"Ženski/ 
Female",130,2,-,128,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,8,"Ukupno/ 
Total",258,3,-,255,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,8,"Muški/ 
Male",124,1,-,123,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,8,"Ženski/ 
Female",134,2,-,132,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,9,"Ukupno/ 
Total",291,2,-,289,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,9,"Muški/ 
Male",155,1,-,154,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,9,"Ženski/ 
Female",136,1,-,135,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,10,"Ukupno/ 
Total",263,2,-,261,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,10,"Muški/ 
Male",141,1,-,140,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,10,"Ženski/ 
Female",122,1,-,121,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,11,"Ukupno/ 
Total",268,2,-,266,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,11,"Muški/ 
Male",146,-,-,146,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,11,"Ženski/ 
Female",122,2,-,120,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,12,"Ukupno/ 
Total",275,2,-,273,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,12,"Muški/ 
Male",147,-,-,147,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,12,"Ženski/ 
Female",128,2,-,126,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,13,"Ukupno/ 
Total",268,2,-,266,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,13,"Muški/ 
Male",126,-,-,126,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,13,"Ženski/ 
Female",142,2,-,140,-,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,14,"Ukupno/ 
Total",280,2,-,242,36,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,14,"Muški/ 
Male",133,-,-,117,16,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,14,"Ženski/ 
Female",147,2,-,125,20,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,15,"Ukupno/ 
Total",336,4,-,24,308,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,15,"Muški/ 
Male",177,1,-,12,164,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,15,"Ženski/ 
Female",159,3,-,12,144,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,16,"Ukupno/ 
Total",399,9,-,4,386,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,16,"Muški/ 
Male",202,4,-,1,197,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,16,"Ženski/ 
Female",197,5,-,3,189,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,17,"Ukupno/ 
Total",384,29,-,4,348,2,-,-,-,-,-,1,-,-,-,,,
3,VOGOŠĆA,17,"Muški/ 
Male",210,15,-,2,190,2,-,-,-,-,-,1,-,-,-,,,
3,VOGOŠĆA,17,"Ženski/ 
Female",174,14,-,2,158,-,-,-,-,-,-,-,-,-,-,,,
3,VOGOŠĆA,18,"Ukupno/ 
Total",411,105,-,-,187,2,3,5,-,-,-,108,-,1,-,,,
3,VOGOŠĆA,18,"Muški/ 
Male",193,58,-,-,82,-,2,3,-,-,-,47,-,1,-,,,
3,VOGOŠĆA,18,"Ženski/ 
Female",218,47,-,-,105,2,1,2,-,-,-,61,-,-,-,,,
3,VOGOŠĆA,19,"Ukupno/ 
Total",326,115,-,1,23,-,8,5,-,-,-,172,-,2,-,,,
3,VOGOŠĆA,19,"Muški/ 
Male",151,59,-,-,12,-,6,3,-,-,-,70,-,1,-,,,
3,VOGOŠĆA,19,"Ženski/ 
Female",175,56,-,1,11,-,2,2,-,-,-,102,-,1,-,,,
3,VOGOŠĆA,20,"Ukupno/ 
Total",288,104,-,-,6,4,4,5,-,1,-,160,2,2,-,,,
3,VOGOŠĆA,20,"Muški/ 
Male",159,68,-,-,3,2,3,2,-,-,-,79,1,1,-,,,
3,VOGOŠĆA,20,"Ženski/ 
Female",129,36,-,-,3,2,1,3,-,1,-,81,1,1,-,,,
3,VOGOŠĆA,21,"Ukupno/ 
Total",364,180,-,-,6,1,4,7,1,3,-,143,15,4,-,,,
3,VOGOŠĆA,21,"Muški/ 
Male",190,104,-,-,5,1,1,3,1,-,-,65,8,2,-,,,
3,VOGOŠĆA,21,"Ženski/ 
Female",174,76,-,-,1,-,3,4,-,3,-,78,7,2,-,,,
3,VOGOŠĆA,22,"Ukupno/ 
Total",403,189,-,1,5,1,6,9,-,5,-,140,42,2,3,,,
3,VOGOŠĆA,22,"Muški/ 
Male",222,128,-,1,4,1,2,6,-,1,-,65,13,-,1,,,
3,VOGOŠĆA,22,"Ženski/ 
Female",181,61,-,-,1,-,4,3,-,4,-,75,29,2,2,,,
3,VOGOŠĆA,23,"Ukupno/ 
Total",407,230,-,1,1,1,4,6,-,6,-,92,59,6,1,,,
3,VOGOŠĆA,23,"Muški/ 
Male",221,139,-,1,1,1,-,2,-,4,-,51,20,2,-,,,
3,VOGOŠĆA,23,"Ženski/ 
Female",186,91,-,-,-,-,4,4,-,2,-,41,39,4,1,,,
3,VOGOŠĆA,24,"Ukupno/ 
Total",414,262,-,-,-,1,2,11,-,7,-,75,48,4,4,,,
3,VOGOŠĆA,24,"Muški/ 
Male",215,149,-,-,-,-,1,2,-,-,-,40,18,1,4,,,
3,VOGOŠĆA,24,"Ženski/ 
Female",199,113,-,-,-,1,1,9,-,7,-,35,30,3,-,,,
3,VOGOŠĆA,25-29,"Ukupno/ 
Total",2149,1690,-,1,6,3,15,59,3,37,7,191,119,3,15,,,
3,VOGOŠĆA,25-29,"Muški/ 
Male",1034,842,-,-,1,3,8,26,-,20,6,83,42,-,3,,,
3,VOGOŠĆA,25-29,"Ženski/ 
Female",1115,848,-,1,5,-,7,33,3,17,1,108,77,3,12,,,
3,VOGOŠĆA,30-34,"Ukupno/ 
Total",2271,1960,-,-,11,3,16,92,13,42,9,75,31,5,14,,,
3,VOGOŠĆA,30-34,"Muški/ 
Male",1125,983,-,-,7,3,11,33,6,20,6,37,10,2,7,,,
3,VOGOŠĆA,30-34,"Ženski/ 
Female",1146,977,-,-,4,-,5,59,7,22,3,38,21,3,7,,,
3,VOGOŠĆA,35-39,"Ukupno/ 
Total",1989,1809,-,1,12,4,5,27,9,37,7,52,18,3,5,,,
3,VOGOŠĆA,35-39,"Muški/ 
Male",981,879,-,1,4,3,-,13,2,28,4,32,12,1,2,,,
3,VOGOŠĆA,35-39,"Ženski/ 
Female",1008,930,-,-,8,1,5,14,7,9,3,20,6,2,3,,,
3,VOGOŠĆA,40-44,"Ukupno/ 
Total",1761,1674,-,-,12,1,6,10,3,16,10,14,13,1,1,,,
3,VOGOŠĆA,40-44,"Muški/ 
Male",831,787,-,-,3,-,3,4,-,11,7,8,6,1,1,,,
3,VOGOŠĆA,40-44,"Ženski/ 
Female",930,887,-,-,9,1,3,6,3,5,3,6,7,-,-,,,
3,VOGOŠĆA,45-49,"Ukupno/ 
Total",1852,1813,-,1,4,-,2,6,3,7,3,5,4,1,3,,,
3,VOGOŠĆA,45-49,"Muški/ 
Male",820,802,-,-,2,-,-,4,2,3,3,1,-,1,2,,,
3,VOGOŠĆA,45-49,"Ženski/ 
Female",1032,1011,-,1,2,-,2,2,1,4,-,4,4,-,1,,,
3,VOGOŠĆA,"50 i više/ 
50 and over","Ukupno/ 
Total",8180,8119,-,4,27,3,7,6,2,3,4,2,2,-,1,,,
3,VOGOŠĆA,"50 i više/ 
50 and over","Muški/ 
Male",3601,3565,-,-,12,1,7,5,1,3,4,1,2,-,-,,,
3,VOGOŠĆA,"50 i više/ 
50 and over","Ženski/ 
Female",4579,4554,-,4,15,2,-,1,1,-,-,1,-,-,1,,,
2,"KANTON 10                                                    
CANTON 10","Ukupno/ 
Total","Ukupno/ 
Total",84127,67415,269,7288,4430,175,599,402,91,212,56,2094,648,338,110,,,
2,"KANTON 10                                                    
CANTON 10","Ukupno/ 
Total","Muški/ 
Male",42343,34036,127,3763,2226,96,287,191,42,88,30,963,296,149,49,,,
2,"KANTON 10                                                    
CANTON 10","Ukupno/ 
Total","Ženski/ 
Female",41784,33379,142,3525,2204,79,312,211,49,124,26,1131,352,189,61,,,
2,"KANTON 10                                                    
CANTON 10",0 - 2,"Ukupno/ 
Total",1967,1967,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",0 - 2,"Muški/ 
Male",995,995,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",0 - 2,"Ženski/ 
Female",972,972,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",3,"Ukupno/ 
Total",743,667,76,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",3,"Muški/ 
Male",388,359,29,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",3,"Ženski/ 
Female",355,308,47,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",4,"Ukupno/ 
Total",702,623,79,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",4,"Muški/ 
Male",366,322,44,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",4,"Ženski/ 
Female",336,301,35,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",5,"Ukupno/ 
Total",690,520,86,84,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",5,"Muški/ 
Male",361,280,42,39,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",5,"Ženski/ 
Female",329,240,44,45,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",6,"Ukupno/ 
Total",743,88,28,627,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",6,"Muški/ 
Male",385,50,12,323,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",6,"Ženski/ 
Female",358,38,16,304,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",7,"Ukupno/ 
Total",800,24,-,776,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",7,"Muški/ 
Male",426,10,-,416,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",7,"Ženski/ 
Female",374,14,-,360,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",8,"Ukupno/ 
Total",817,17,-,800,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",8,"Muški/ 
Male",448,11,-,437,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",8,"Ženski/ 
Female",369,6,-,363,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",9,"Ukupno/ 
Total",830,12,-,818,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",9,"Muški/ 
Male",410,8,-,402,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",9,"Ženski/ 
Female",420,4,-,416,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",10,"Ukupno/ 
Total",832,9,-,823,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",10,"Muški/ 
Male",442,2,-,440,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",10,"Ženski/ 
Female",390,7,-,383,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",11,"Ukupno/ 
Total",867,7,-,860,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",11,"Muški/ 
Male",445,4,-,441,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",11,"Ženski/ 
Female",422,3,-,419,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",12,"Ukupno/ 
Total",923,12,-,911,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",12,"Muški/ 
Male",467,8,-,459,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",12,"Ženski/ 
Female",456,4,-,452,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",13,"Ukupno/ 
Total",984,17,-,967,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",13,"Muški/ 
Male",490,10,-,480,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",13,"Ženski/ 
Female",494,7,-,487,-,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",14,"Ukupno/ 
Total",979,11,-,537,431,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",14,"Muški/ 
Male",511,6,-,278,227,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",14,"Ženski/ 
Female",468,5,-,259,204,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",15,"Ukupno/ 
Total",1138,23,-,43,1072,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",15,"Muški/ 
Male",575,12,-,30,533,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",15,"Ženski/ 
Female",563,11,-,13,539,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",16,"Ukupno/ 
Total",1189,28,-,10,1151,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",16,"Muški/ 
Male",570,18,-,5,547,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",16,"Ženski/ 
Female",619,10,-,5,604,-,-,-,-,-,-,-,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",17,"Ukupno/ 
Total",1224,111,-,8,1079,6,3,3,-,-,-,12,-,2,-,,,
2,"KANTON 10                                                    
CANTON 10",17,"Muški/ 
Male",644,72,-,3,557,2,1,3,-,-,-,4,-,2,-,,,
2,"KANTON 10                                                    
CANTON 10",17,"Ženski/ 
Female",580,39,-,5,522,4,2,-,-,-,-,8,-,-,-,,,
2,"KANTON 10                                                    
CANTON 10",18,"Ukupno/ 
Total",1135,278,-,1,552,17,48,18,-,-,-,202,-,19,-,,,
2,"KANTON 10                                                    
CANTON 10",18,"Muški/ 
Male",558,158,-,1,274,12,23,5,-,-,-,77,-,8,-,,,
2,"KANTON 10                                                    
CANTON 10",18,"Ženski/ 
Female",577,120,-,-,278,5,25,13,-,-,-,125,-,11,-,,,
2,"KANTON 10                                                    
CANTON 10",19,"Ukupno/ 
Total",1093,431,-,3,67,23,94,45,-,-,-,385,-,45,-,,,
2,"KANTON 10                                                    
CANTON 10",19,"Muški/ 
Male",567,259,-,2,43,13,43,23,-,-,-,168,-,16,-,,,
2,"KANTON 10                                                    
CANTON 10",19,"Ženski/ 
Female",526,172,-,1,24,10,51,22,-,-,-,217,-,29,-,,,
2,"KANTON 10                                                    
CANTON 10",20,"Ukupno/ 
Total",1039,421,-,1,25,28,62,38,3,11,-,389,26,35,-,,,
2,"KANTON 10                                                    
CANTON 10",20,"Muški/ 
Male",536,274,-,-,15,13,24,19,3,6,-,158,12,12,-,,,
